Site_ID,Site_Name,Facility,Website,Phone,Attendance_Instructions,Site_Facilities,Service_Availability,Address,Suburb,State,Postcode,LGA,Latitude,Longitude,Delay,DelayText,Requirements,SymptomaticTestingOnly,Directions,TestTracker,AgeLimit,AddressOther,ServiceType,FacilityType,ServiceFormat,Mo_Start,Mo_End,Tu_Start,Tu_End,We_Start,We_End,Th_Start,Th_End,Fr_Start,Fr_End,Sa_Start,Sa_End,Su_Start,Su_End,Start_Lunch,End_Lunch,Description,Translation_Services,Toilets_Available,Parking_Options,Accessible_Parking,Status,StatusAlert,LastUpdatedTime
"4401","4Cyte Pathology - Cranbourne - Walk Through","Pathology Collection Centre","www.4cyte.com.au",,"• PCR testing available<br> • International travellers will need to visit www 4cyte com au and complete International Travellers details  <br> • For international travel please visit 4cyte website for more information ","Wheelchair access.","Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site closed from 12:30 PM to 1:00 PM for lunch on weekdays","301 South Gippsland Hwy","Cranbourne","VIC","3977",,"-38.092612142521794","145.28056214145286",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Mobile Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site closed from 12:30 PM to 1:00 PM for lunch on weekdays",,,,,"Open",,"2022-10-12 12:08:20"
"4559","Cranbourne Respiratory Clinic - Our Medical Home - Symptomatic testing only","Walk-through Testing Facility","https://www.ourmedicalhome.com.au/blog/where-can-I-get-tested-for-covid-in-cranbourne ","03 8375 8888","• PCR testing available<br> • Respiratory assessments offered<br> • Symptomatic respiratory assessments/testing ONLY<br>• No asymptomatic COVID-19 testing (including pre travel PCR tests) ",,"Mon-Fri 7am-10pm, Sat-Sun 8am-10pm.","32-36 Remount Way","Cranbourne","VIC","3977",,"-38.07894657498519","145.24627501170806",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","7:00 AM","10:00 PM","7:00 AM","10:00 PM","7:00 AM","10:00 PM","7:00 AM","10:00 PM","7:00 AM","10:00 PM","8:00 AM","10:00 PM","8:00 AM","10:00 PM",,,,,,,,"Open",,"2022-09-26 08:56:11"
"4659","Melbourne Pathology - Cranbourne","Pathology Collection Centre",,,"• Accepts all patients including travel<br>• PCR testing available",,"Mon-Fri 8:30am-4:30pm, Sat-Sun Closed.","2/15 Childers St","Cranbourne","VIC","3977",,"-38.111636324261156","145.2847952553843",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM","8:30 AM","4:30 PM",,,,,,,,,,,,"Open",,"2022-08-05 12:48:14"
"3969","4Cyte Pathology - Dandenong - Walk-in","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Dandenong.php","0466 230 673","• International travellers will need to visit www.4cyte.com.au  and complete International Travellers details <br> • If you need to be tested for international travel purposes, after you have registered on the portal, print and bring your request form with you <br> • Information  provided via our website <br> • Patients can contact 134CYTE for follow up or email support@4cyte.com.au.",,"Mon-Fri 8am-12pm, Sat-Sun Closed.","82 Cleeland Street","Dandenong","VIC","3175",,"-37.97961566299744","145.2155935440002",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-10-12 12:13:05"
"4026","ACL - Dandenong - Drive Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","1300 453 688","• PCR testing available ",,"Mon-Fri 8:30am-3pm, Sat-Sun Closed.","38 Herbert Street","Dandenong","VIC","3175",,"-37.9808721","145.2133423",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:30 AM","3:00 PM","8:30 AM","3:00 PM","8:30 AM","3:00 PM","8:30 AM","3:00 PM","8:30 AM","3:00 PM",,,,,,,,,"No",,,"Open",,"2022-04-22 13:18:13"
"4685","Carroll Lane Drive Through Testing","Drive-through Testing Facility",,,"• PCR testing available<br>• RAT kits available",,"Mon-Sun 9am-5pm.","9 Carroll Lane","Dandenong","VIC","3175",,"-37.99046065812308","145.2079966549428",,"","","No","Use Street Address","No","All ages",,"Public Health Service","Fixed Clinic","Drive Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,"Open",,"2022-10-10 09:10:15"
"4688","Stud Road Respiratory Clinic (Dandenong GPRC)","Walk-through Testing Facility","https://studrdmc.com.au/","03 9794 7200","• Appointments preferred <br> • Walk in available <br>","Wheelchair access","Mon-Fri 8am-10pm, Sat-Sun 9am-9pm.","82 Stud Road","Dandenong","VIC","3175",,"-37.97703","145.22272",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","8:00 AM","10:00 PM","8:00 AM","10:00 PM","8:00 AM","10:00 PM","8:00 AM","10:00 PM","8:00 AM","10:00 PM","9:00 AM","9:00 PM","9:00 AM","9:00 PM",,,,,,,,"Open",,"2022-09-30 15:05:27"
"4608","Derrimut Respiratory Clinic (Derrimut Medicals) Symptomatic respiratory assessments/testing ONLY","Walk-through Testing Facility","https://www.derrimutmedicals.com.au ","(03) 8390 2526","• PCR testing available <br> • Respiratory assessments for symptomatic patients only – no asymptomatic COVID-19 testing (including pre travel PCR tests)
<br> • Lunch break: 1pm – 1:40pm",,"Mon-Fri 8am-8pm, Sat-Sun 8am-6pm. Closed 1pm-1:40pm.","Shop 14, 20 Mt Derrimut Road","Derrimut","VIC","3029",,"-37.783246571982524","144.77086919775962",,"","Appointment preferred.","No","Use Street Address","No","All ages","Rear Entrance through Foley Entrance","GP Respiratory Clinic","Fixed Clinic","Walk Through","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","8:00 PM","8:00 AM","6:00 PM","8:00 AM","6:00 PM","1:00 PM","1:40 PM",,,,,,"Open",,"2022-08-05 12:53:53"
"4474","4Cyte Pathology - Doncaster Drive-Through","Pathology Collection Centre","https://www.4cyte.com.au",,"• PCR testing available <br> • No booking required <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details <br> • For international travel please visit 4cyte website for more information ",,"Mon-Sun 8am-4pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","584-586 Doncaster Road","Doncaster","VIC","3108",,"-37.7877009836815","145.123499377377",,"","","No","Use Street Address","No","All ages","Corner Elgar and Doncaster Roads.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 11:05:05"
"4379","4Cyte Pathology - Doncaster Walk-Through","Pathology Collection Centre","https://www.4cyte.com.au",,"• PCR testing available <br> • No booking required <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details<br> • For international travel please visit 4cyte website for more information<br> • Contact 134CYTE for follow up or email support@4cyte com au ",,"Mon-Sun 8am-4pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","584-586 Doncaster Road","Doncaster","VIC","3108",,"-37.7877009836815","145.123499377377",,"","","No","Use Street Address","No","All ages","Corner Elgar and Doncaster Roads.","Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 11:03:04"
"4690","Dromana Testing Site","Walk-through Testing Facility",,,"• PCR testing available<br>• RAT kits available",,"Mon-Sun 9am-5pm.","11/143 Point Nepean Road","Dromana","VIC","3936",,"-38.33157279053541","144.9685527258938",,"","","No","Use Latitude/Longitude","Yes",,,"Community Health","Mobile Clinic","Walk Through","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","5:00 PM",,,,,,,,"Open",,"2022-10-06 17:28:19"
"4447","Echuca Covid Testing Site - Walk Through","Walk-through Testing Facility",,,"• PCR testing available <br> • RAT kits available",,"Mon,Wed,Fri 9am-11:59am, Tue,Thu,Sat-Sun Closed.","50 McKenzie Street","Echuca","VIC","3564",,"-36.14443952342088","144.7344456361397",,"","","No","Use Latitude/Longitude","Yes","All ages",,"Public Health Service","Pop Up","Walk Through","9:00 AM","11:59 AM",,,"9:00 AM","11:59 AM",,,"9:00 AM","11:59 AM",,,,,,,,,,,,"Open",,"2022-10-03 09:27:04"
"3967","4Cyte Pathology - Epping - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Epping.php","0466 517 445","• PCR testing available <br>• Remain in vehicle at all times ",,"Mon-Sat 8am-12pm, Sun 9am-12pm.","52 Childs Road","Epping","VIC","3076",,"-37.6604053","145.0285747",,"","","No","Use Street Address","No","All ages","Rear car park.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM",,,,,,,,"Open",,"2022-10-12 13:42:30"
"4061","4Cyte Pathology - Fairfield - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Fairfield.php","0434 991 642","• PCR testing available <br> • Walk-in also accepted  <br> • No booking required  International travellers will need to visit www 4cyte com au and complete International Travellers details  <br> • For international travel please visit 4cyte website for more information ",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","202 Station Street","Fairfield","VIC","3078",,"-37.7724254","145.0189593",,"","","No","Use Street Address","No","All ages","Rear car park.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open","Operating with Extended Hours","2022-10-03 11:21:27"
"3962","Dorevitch - Fawkner - Walk Through","Pathology Collection Centre","https://www.dorevitch.com.au/covid-19/","03 9357 2752 ","• PCR testing available <br>• Request forms required for testing  ",,"Mon-Fri 8:30am-4pm, Sat 8:30am-12pm, Sun Closed.","107 Jukes Rd","Fawkner","VIC","3060",,"-37.7022014","144.9651203",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","12:00 PM",,,,,,,"Yes","Free parking available",,"Open",,"2022-09-26 13:44:59"
"4328","4Cyte Pathology - Ferntree Gully","Pathology Collection Centre",,,"• PCR testing available <br> • Walk-in also accepted. <br> • No booking required. <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details <br> • For international travel please visit 4cyte website for more information ",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","1028 Burwood Highway","Ferntree Gully","VIC","3156",,"-37.88912642811802","145.2919589654408",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 11:25:32"
"3965","Dorevitch - Ferntree Gully - Walk Through","Pathology Collection Centre","https://www.dorevitch.com.au/covid-19/","03 9753 6340","• PCR testing available <br>• Request forms required for testing   ",,"Mon-Fri 8:30am-4pm, Sat 8:30am-12pm, Sun Closed.","1 Mountain Gate Drive","Ferntree Gully","VIC","3156",,"-37.8844794","145.2761427",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","4:00 PM","8:30 AM","12:00 PM",,,,,,,"Yes",,,"Open",,"2022-09-26 13:47:24"
"4011","Fitzroy Respiratory Clinic (Victorian Aboriginal Health Service)","Walk-through Testing Facility","https://www.vahs.org.au/","0478 767 140","• PCR testing available <br> • Aboriginal and Torres Strait Islander people and their families only. <br> • Closed 12:30pm to 1:30pm for lunch  ",,"Mon-Thu 10am-4pm, Fri 10am-3pm, Sat-Sun Closed. Closed 12:30pm-1:30pm.","186 Nicholson Street","Fitzroy","VIC","3065",,"-37.7993188","144.9750382",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","10:00 AM","4:00 PM","10:00 AM","4:00 PM","10:00 AM","4:00 PM","10:00 AM","4:00 PM","10:00 AM","3:00 PM",,,,,"12:30 PM","1:30 PM",,,,,,"Open",,"2022-08-05 16:17:04"
"4524","4Cyte Pathology - Footscray - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/",,"• PCR testing available <br> • Walk-in also accepted. No booking required. <br> • International travellers will need to visit www 4cyte com au and complete International Travellers details <br> • For international travel please visit 4cyte website for more information ",,"Mon-Fri 8am-4pm, Sat 8am-12pm, Sun 9am-12pm. Closed 12:30pm-1pm. • Site will be closed from 12:30 PM to 1:00 PM for lunch","155-157 Geelong Road","Footscray","VIC","3011",,"-37.80036578014931","144.89015536886154",,"","","No","Use Street Address","No","All ages","Enter via service road driveway and follow onsite instructions.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM","12:30 PM","1:00 PM","• Site will be closed from 12:30 PM to 1:00 PM for lunch",,,,,"Open",,"2022-10-03 11:30:17"
"3979","Foster Respiratory Clinic","Walk-through Testing Facility","https://bit.ly/3Fbd8eH","03 5682 2088 - By appointment only","• PCR testing available <br> • By appointment only <br> • Visit website for bookings <br>","Wheelchair access.","Mon-Fri 9am-1pm, Sat-Sun Closed.","97 Station Road","Foster","VIC","3960",,"-38.6596886","146.2068148",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","9:00 AM","1:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM","9:00 AM","1:00 PM",,,,,,,,,,,,"Open",,"2022-08-15 16:04:25"
"4631","Bruce Park Hall","Pathology Collection Centre",,,"• PCR testing available<br>• RAT kits available",,"Mon-Sun 9am-4pm.","1/9N Bondi Avenue","Frankston","VIC","3199",,"-38.1612343269868","145.138202442798",,"","","No","Use Latitude/Longitude","Yes",,,"Pathology Collection Centre","Mobile Clinic","Walk Through","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM",,,,,,,,"Open",,"2022-10-05 16:12:14"
"4677","Frankston Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.pfgp.com.au/frankston-respiratory-clinic/ ","03 9781 0251","• Appointment preferred; same day appointments offered – please call ahead.",,"Mon-Fri 7am-11pm, Sat-Sun 9am-9pm.","1 Vera Street","Frankston","VIC","3199",,"-38.156561998401195","145.1339957577515",,"","","No","Use Street Address","No","All ages",,"GP Respiratory Clinic","Fixed Clinic","Walk Through","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","11:00 PM","7:00 AM","11:00 PM","9:00 AM","9:00 PM","9:00 AM","9:00 PM",,,,,,,,"Open",,"2022-09-26 08:56:11"
"3976","Melbourne Pathology - Frankston - Walk Through","Pathology Collection Centre","https://www.mps.com.au/coronavirus-covid-19/covid-19-dedicated-collection-sites/","03 9287 7700","• PCR testing available <br> • Choose option 4 when calling",,"Mon-Fri 1:30pm-4:30pm, Sat-Sun Closed.","28 Cranbourne Road","Frankston","VIC","3199",,"-38.1456084","145.1300279",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","1:30 PM","4:30 PM","1:30 PM","4:30 PM","1:30 PM","4:30 PM","1:30 PM","4:30 PM","1:30 PM","4:30 PM",,,,,,,,,,,,"Open",,"2022-08-05 12:48:14"
"4516","Gelantipy Bush Nursing Centre","Community Health Respiratory Clinic",,"03 5155 0274 - By appointment only.","• PCR testing available",,"Mon,Wed 9am-11am, Tue,Thu-Sun Closed.","1 Saleyard Rd","Gelantipy","VIC","3885",,"-37.1864877","148.2684371",,"","","No","Use Street Address","No","All ages",,"Community Health","Fixed Clinic","Walk Through","9:00 AM","11:00 AM",,,"9:00 AM","11:00 AM",,,,,,,,,,,,,,,,"Open",,"2022-07-19 16:26:27"
"4326","Melbourne Pathology - Gisborne - Walk Through","Pathology Collection Centre","https://www.mps.com.au/locations/collection-centres/GSB/Gisborne/","03 5428 3900","• PCR testing available <br> This site only accepts patients that requite COVID testing for the following:<br>• Prepaid international travel<br>• Pre-op patients (patients must have a referral or QR code)<br> • Pregnant patients<br>• Patients requiring hospital admission or entry<br>• Corporate testing patients <br>COVID testing will NOT be performed on:<br> • Symptomatic patients<br>• Patients that have had a rapid  antigen test (RAT)<br>• Close contact patients<br>• Returned travellers (Day 1 and Day 5)<br>• General asymptomatic testing (that is not in the accepted list above)<br> • Asymptomatic Nursing Home Staff<br> • Asymptomatic Hotel Quarantine workers ",,"Mon-Fri 10am-2pm, Sat-Sun Closed. Last access for testing will be 15 minutes before closing time. This site may be subject to earlier closing times due to high testing demand. Asymptomatic only - also excludes Tier 1, 2, 3 exposure sites and red and orange zone return travellers","34A Hamilton Street","Gisborne","VIC","3437",,"-37.486759688174054","144.5890420405442",,"","","No","Use Street Address","No","All ages","Shop 10, Gisborne Village Market.","Pathology Collection Centre","Fixed Clinic","Walk Through","10:00 AM","2:00 PM","10:00 AM","2:00 PM","10:00 AM","2:00 PM","10:00 AM","2:00 PM","10:00 AM","2:00 PM",,,,,,,"Last access for testing will be 15 minutes before closing time. This site may be subject to earlier closing times due to high testing demand. Asymptomatic only - also excludes Tier 1, 2, 3 exposure sites and red and orange zone return travellers",,,,,"Open",,"2022-08-05 12:48:14"
"3957","ACL - Glen Waverley - Walk Through","Pathology Collection Centre","https://www.clinicallabs.com.au/about-us/doctor-media-releases/novel-coronavirus-vic/","03 9561 4863","• PCR testing available <br>• Closed 12:30pm - 1pm",,"Mon-Sat 7:30am-12:30pm, Sun Closed.","3/274 Springvale Road","Glen Waverley","VIC","3150",,"-37.8819355","145.1658232",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","7:30 AM","12:30 PM","7:30 AM","12:30 PM","7:30 AM","12:30 PM","7:30 AM","12:30 PM","7:30 AM","12:30 PM","7:30 AM","12:30 PM",,,,,,,"Yes",,"Yes","Open",,"2022-08-04 15:06:10"
"4678","Hastings Respiratory Clinic - Symptomatic respiratory assessments/symptomatic testing ONLY","Walk-through Testing Facility","https://healthengine.com.au/book/90272","(03) 8580 2410","• Appointments preferred, walk-ins available","Wheelchair accessible","Mon-Thu 8am-11:59pm, Fri,Sun 8am-6pm, Sat 1pm-6pm.","9 Queen Street","Hastings","VIC","3915",,"-38.30863381713397","145.188491642412",,"","","No","Use Street Address","No","All ages","Appointments preferred, walk-ins available. <br> Appointments can be made here: https://healthengine.com.au/book/90272 <br><br>• Please note operating hours on WEDNESDAYS are 8am - 2pm then 6pm - 11:59pm. ","GP Respiratory Clinic","Fixed Clinic","Walk Through","8:00 AM","11:59 PM","8:00 AM","11:59 PM","8:00 AM","11:59 PM","8:00 AM","11:59 PM","8:00 AM","6:00 PM","1:00 PM","6:00 PM","8:00 AM","6:00 PM",,,,,,,,"Open",,"2022-09-26 08:56:11"
"4645","Heathcote Health testing clinic","Walk-through Testing Facility","https://www.heathcotehealth.org/"," 03 5431 0900 - By appointment only","• PCR testing available <br> • RAT kits available",,"Mon,Wed,Fri-Sun Closed, Tue,Thu 10am-11am. By appointment onnly","39 Hospital Street","Heathcote","VIC","3523",,"-36.92579933481513","144.7092612924971",,"","","No","Use Street Address","Yes","All ages","BY APPOINTMENT ONLY<br><br>Social Support Building, enter via Hay Street","Public Health Service","Fixed Clinic","Walk Through",,,"10:00 AM","11:00 AM",,,"10:00 AM","11:00 AM",,,,,,,,,"By appointment onnly",,,,,"Open",,"2022-09-29 17:27:53"
"4652","Banyule Respiratory Clinic ","Walk-through Testing Facility","https://www.banyulerespiratory.com.au/ ","03 7068 5866","• PCR testing available ",,"Mon,Wed 8am-8pm, Tue,Thu-Sun 8am-5pm.","152 Burgundy Street","Heidelberg","VIC","3084",,"-37.755720916997745","145.0651974558815",,"","","No","Use Street Address","No","All ages","Ample parking at Cartmell Street car park enter Burgundy Street via Sheffields Lane. ","GP Respiratory Clinic","Other","Walk Through","8:00 AM","8:00 PM","8:00 AM","5:00 PM","8:00 AM","8:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM","8:00 AM","5:00 PM",,,,,,,,"Open",,"2022-08-16 13:34:32"
"3961","Dorevitch - Heidelberg - Drive Through","Pathology Collection Centre","https://www.dorevitch.com.au/covid-19/",,"• PCR testing available <br>• Vehicle height limit of 1.8 metres  <br>•  A request form is required  <br>",,"Mon-Fri 7am-3pm, Sat-Sun 7am-12pm.","18 Banksia Street","Heidelberg","VIC","3084",,"-37.7595106","145.0699582",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Drive Through","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","3:00 PM","7:00 AM","12:00 PM","7:00 AM","12:00 PM",,,,,"No",,,"Open",,"2022-09-26 13:45:52"
"3972","4Cyte Pathology - Heidelberg Heights - Drive Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_Heidelberg.php","0435 564 815","• PCR testing available <br>• Remain in vehicle at all times",,"Mon-Fri 8am-12pm, Sat-Sun Closed.","455 Upper Heidelberg Road","Heidelberg Heights","VIC","3081",,"-37.7543397","145.0562082",,"","","No","Use Street Address","No","All ages","Rear car park.","Pathology Collection Centre","Fixed Clinic","Drive Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM",,,,,,,,,,,,"Open",,"2022-10-03 11:59:48"
"3971","4Cyte Pathology - Hoppers Crossing  - Walk Through","Pathology Collection Centre","https://www.4cyte.com.au/Covid19_Location_HoppersCrossing.php","0435 594 443","• PCR testing available",,"Mon-Sat 8am-12pm, Sun 9am-12pm.","106 Heaths Road","Hoppers Crossing","VIC","3029",,"-37.8785968","144.6957582",,"","","No","Use Street Address","No","All ages",,"Pathology Collection Centre","Fixed Clinic","Walk Through","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","8:00 AM","12:00 PM","9:00 AM","12:00 PM",,,,,,,,"Open",,"2022-10-12 13:45:50"
"4675","Hoppers Crossing Respiratory Clinic - Symptomatic respiratory assessments/ symptomatic testing ONLY","Walk-through Testing Facility","https://www.myclinicgroup.com.au/","9974 3255","Appointment preferred; same day appointments offered – please call ahead.","Wheelchair accessible","Mon 9:30am-5pm, Tue,Fri 9am-5pm, Wed-Thu 9am-4pm, Sat-Sun Closed.","10/150 Hogans Road","Hoppers Crossing","VIC","3029",,"-37.86136273302925","144.68697485581987",,"","","No","Use Street Address","No","All ages","Next to Dan Murphys and Pharmacy for less","GP Respiratory Clinic","Fixed Clinic","Walk Through","9:30 AM","5:00 PM","9:00 AM","5:00 PM","9:00 AM","4:00 PM","9:00 AM","4:00 PM","9:00 AM","5:00 PM",,,,,,,,,,,,"Open",,"2022-09-13 12:12:08"
"3992","Horsham Respiratory Clinic","Walk-through Testing Facility","https://www.hotdoc.com.au/medical-centres/horsham-VIC-3400/horsham-respiratory-clinic/doctors?purpose=respiratory","03 5382 0011","• PCR testing available <br> • Bulk Billing available to all patients with a valid Medicare card","Wheelchair access.","Mon-Fri 3pm-5pm, Sat-Sun Closed.","148 Baillie Street","Horsham","VIC","3400",,"-36.711313","142.200774",,"","","No","Use Street Address","No","All ages","Next door to Lister House Clinic. ENTRY through FRONT door. EXIT through the REAR door.","GP Respiratory Clinic","Fixed Clinic","Walk Through","3:00 PM","5:00 PM","3:00 PM","5:00 PM","3:00 PM","5:00 PM","3:00 PM","5:00 PM","3:00 PM","5:00 PM",,,,,,,,,,,,"Open",,"2022-04-26 15:25:17"
"4105","Northern District Community Health ( NDCH ) - Kerang","Drive-through Testing Facility","https://www.ndch.org.au/covid19.html","03 5451 0200","• PCR testing available <br> • RAT kits available <br> • Drive through site; please make a booking to visit",,"Mon-Fri 11am-12pm, Sat-Sun Closed. By appointment only","34 Fitzroy Street","Kerang","VIC","3579",,"-35.7332741","143.9183237",,"","","No","Use Street Address","No","All ages",,"Public Health Service","Fixed Clinic","Drive Through","11:00 AM","12:00 PM","11:00 AM","12:00 PM","11:00 AM","12:00 PM","11:00 AM","12:00 PM","11:00 AM","12:00 PM",,,,,,,"By appointment only",,"Yes - Accessible","Free parking available","Yes","Open",,"2022-07-22 14:11:59"
"4003","Kilmore District Health - Appointment only","Hospital Respiratory Clinic","https://www.kilmoredistricthealth.org.au/","03 5734 2024 - By appointment only for PCRs.","• PCR testing available by appointment only<br>• RAT kits available from 7am","Wheelchair access.","Mon-Fri 8am-4pm, Sat-Sun 9:30am-5pm.","1 Anderson Road","Kilmore","VIC","3764",,"-37.3011649","144.9573821",,"","","No","Use Street Address","No","All ages",,"Public Health Service","Hospital","Walk Through","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","8:00 AM","4:00 PM","9:30 AM","5:00 PM","9:30 AM","5:00 PM",,,,,,,,"Open",,"2022-09-30 11:30:46"
